source_file,userId,movieId,rating,ratedAt,drop_reasons
ratings.csv,537,166024,4.5,2022-02-23T09:04:13Z,"[""missing_genres""]"
ratings.csv,547,129250,2.5,2023-03-11T06:44:50Z,"[""missing_genres""]"
ratings.csv,478,183869,2.0,2023-03-15T00:07:16Z,"[""missing_genres""]"
ratings.csv,514,183869,4.5,2019-08-31T15:11:05Z,"[""missing_genres""]"
ratings.csv,547,183869,3.0,2023-03-10T08:42:52Z,"[""missing_genres""]"
ratings.csv,551,183869,4.0,2021-11-01T16:29:21Z,"[""missing_genres""]"
ratings.csv,16,122896,3.5,2018-01-27T02:45:26Z,"[""missing_genres""]"
ratings.csv,22,218867,3.0,2021-03-01T05:08:19Z,"[""title_without_year""]"
ratings.csv,8,183837,4.5,2019-03-28T09:30:31Z,"[""title_without_year""]"
ratings.csv,20,183837,3.5,2019-03-21T15:03:54Z,"[""title_without_year""]"
ratings.csv,111,162414,4.5,2017-10-10T02:10:33Z,"[""title_without_year""]"
ratings.csv,94,156605,3.5,2022-09-23T21:56:12Z,"[""missing_genres"", ""title_without_year""]"
ratings.csv,141,156605,3.5,2017-10-24T19:34:30Z,"[""missing_genres"", ""title_without_year""]"
ratings.csv,141,142456,4.0,2018-04-06T06:00:55Z,"[""missing_genres""]"
ratings.csv,76,140956,4.0,2019-02-08T20:42:10Z,"[""title_without_year""]"
ratings.csv,100,140956,4.0,2021-05-04T09:24:14Z,"[""title_without_year""]"
ratings.csv,120,140956,2.5,2022-10-08T20:54:34Z,"[""title_without_year""]"
ratings.csv,141,134107,4.0,2018-02-17T12:36:51Z,"[""missing_genres""]"
ratings.csv,141,140956,3.5,2018-07-21T16:34:01Z,"[""title_without_year""]"
ratings.csv,178,140956,3.5,2023-10-05T00:31:37Z,"[""title_without_year""]"
ratings.csv,128,201190,2.5,2022-11-28T05:14:19Z,"[""missing_genres""]"
ratings.csv,94,212373,4.0,2022-09-23T21:47:55Z,"[""title_without_year""]"
ratings.csv,133,183837,3.0,2019-10-25T15:43:39Z,"[""title_without_year""]"
ratings.csv,168,183837,2.5,2019-04-24T00:33:57Z,"[""title_without_year""]"
ratings.csv,76,135426,4.0,2019-02-08T21:24:00Z,"[""missing_genres""]"
ratings.csv,79,221576,3.5,2023-08-06T15:51:10Z,"[""title_without_year""]"
ratings.csv,81,135426,2.5,2019-05-01T00:27:22Z,"[""missing_genres""]"
ratings.csv,110,166024,4.0,2020-10-13T06:24:34Z,"[""missing_genres""]"
ratings.csv,181,183869,3.5,2021-02-20T07:02:38Z,"[""missing_genres""]"
ratings.csv,387,143387,3.5,2018-11-15T01:55:45Z,"[""missing_genres""]"
ratings.csv,337,162414,3.5,2019-08-27T03:22:33Z,"[""title_without_year""]"
ratings.csv,342,162414,5.0,2022-11-06T14:28:04Z,"[""title_without_year""]"
ratings.csv,355,151711,5.0,2020-05-18T22:21:49Z,"[""missing_genres""]"
ratings.csv,355,162414,4.5,2020-05-18T21:18:26Z,"[""title_without_year""]"
ratings.csv,328,122888,4.5,2019-07-05T21:09:12Z,"[""missing_genres""]"
ratings.csv,342,221886,5.0,2022-11-06T14:32:35Z,"[""missing_genres""]"
ratings.csv,328,122896,4.5,2018-01-13T03:00:55Z,"[""missing_genres""]"
ratings.csv,340,142456,4.0,2017-02-19T21:29:07Z,"[""missing_genres""]"
ratings.csv,387,122896,3.0,2018-11-15T01:53:04Z,"[""missing_genres""]"
ratings.csv,340,147750,5.0,2016-12-13T00:39:22Z,"[""missing_genres""]"
ratings.csv,342,201993,4.0,2022-11-06T14:25:14Z,"[""missing_genres""]"
ratings.csv,360,203922,4.0,2020-01-01T14:12:33Z,"[""title_without_year""]"
ratings.csv,326,140956,3.0,2020-04-26T08:31:35Z,"[""title_without_year""]"
ratings.csv,328,140956,5.0,2019-10-06T19:46:59Z,"[""title_without_year""]"
ratings.csv,333,149334,4.0,2018-08-03T05:35:54Z,"[""title_without_year""]"
ratings.csv,337,140956,4.0,2019-08-26T04:18:34Z,"[""title_without_year""]"
ratings.csv,360,140956,3.0,2020-01-03T03:29:26Z,"[""title_without_year""]"
ratings.csv,396,140956,3.0,2018-12-16T07:22:16Z,"[""title_without_year""]"
ratings.csv,415,149334,4.0,2019-08-21T08:26:52Z,"[""title_without_year""]"
ratings.csv,344,157833,0.5,2016-04-29T22:54:40Z,"[""missing_genres""]"
ratings.csv,360,218867,3.5,2021-06-06T12:34:53Z,"[""title_without_year""]"
ratings.csv,326,176601,4.0,2020-05-31T17:01:50Z,"[""missing_genres"", ""title_without_year""]"
ratings.csv,344,134861,3.5,2016-05-01T13:34:38Z,"[""missing_genres""]"
ratings.csv,360,190949,2.5,2019-12-31T14:10:56Z,"[""missing_genres""]"
ratings.csv,360,221548,2.5,2020-11-24T14:46:33Z,"[""title_without_year""]"
ratings.csv,326,183837,3.0,2020-05-10T17:36:53Z,"[""title_without_year""]"
ratings.csv,326,184399,3.5,2020-10-31T01:30:37Z,"[""missing_genres""]"
ratings.csv,337,184399,2.5,2019-09-09T22:21:21Z,"[""missing_genres""]"
ratings.csv,342,183837,4.5,2022-11-03T19:44:37Z,"[""title_without_year""]"
ratings.csv,342,184399,5.0,2022-11-03T19:41:04Z,"[""missing_genres""]"
ratings.csv,355,184399,4.0,2020-05-18T21:18:22Z,"[""missing_genres""]"
ratings.csv,360,165699,2.5,2020-01-03T03:07:41Z,"[""title_without_year""]"
ratings.csv,360,184399,3.0,2019-12-31T14:17:24Z,"[""missing_genres""]"
ratings.csv,326,233953,2.0,2021-05-30T06:43:51Z,"[""title_without_year""]"
ratings.csv,333,173275,5.0,2017-05-26T07:32:06Z,"[""missing_genres""]"
ratings.csv,337,141866,4.0,2019-08-26T04:35:54Z,"[""missing_genres""]"
ratings.csv,355,221576,2.0,2021-06-10T00:30:32Z,"[""title_without_year""]"
ratings.csv,360,135426,3.5,2020-01-03T04:05:39Z,"[""missing_genres""]"
ratings.csv,360,214922,3.0,2020-06-06T20:19:23Z,"[""missing_genres""]"
ratings.csv,360,221576,4.0,2021-06-06T12:33:31Z,"[""title_without_year""]"
ratings.csv,326,166024,4.0,2020-05-31T17:01:45Z,"[""missing_genres""]"
ratings.csv,328,166024,5.0,2017-03-15T22:30:00Z,"[""missing_genres""]"
ratings.csv,342,166024,5.0,2022-11-06T14:27:58Z,"[""missing_genres""]"
ratings.csv,360,166024,3.5,2019-12-31T14:22:15Z,"[""missing_genres""]"
ratings.csv,360,198145,3.0,2019-12-31T14:11:01Z,"[""title_without_year""]"
ratings.csv,414,166024,4.0,2020-03-22T18:47:21Z,"[""missing_genres""]"
ratings.csv,355,198157,1.5,2020-05-18T21:09:25Z,"[""title_without_year""]"
ratings.csv,360,198157,3.5,2019-12-31T04:31:32Z,"[""title_without_year""]"
ratings.csv,387,170745,4.0,2018-11-24T00:57:06Z,"[""missing_genres"", ""title_without_year""]"
ratings.csv,326,183869,3.0,2020-04-22T05:04:06Z,"[""missing_genres""]"
ratings.csv,328,157847,4.5,2016-11-23T21:53:31Z,"[""missing_genres""]"
ratings.csv,333,183869,3.5,2018-11-25T06:50:42Z,"[""missing_genres""]"
ratings.csv,337,183869,2.5,2019-08-26T04:05:14Z,"[""missing_genres""]"
ratings.csv,426,183869,4.0,2023-06-03T18:53:18Z,"[""missing_genres""]"
ratings.csv,2181,143387,3.5,2018-04-12T14:29:31Z,"[""missing_genres""]"
ratings.csv,2181,183855,2.0,2018-06-25T13:08:29Z,"[""title_without_year""]"
ratings.csv,2190,162414,0.5,2023-02-03T15:09:41Z,"[""title_without_year""]"
ratings.csv,2071,122896,2.5,2021-01-28T19:19:29Z,"[""missing_genres""]"
ratings.csv,2181,122896,5.0,2018-04-12T13:35:27Z,"[""missing_genres""]"
ratings.csv,2134,140956,4.0,2021-10-12T15:25:47Z,"[""title_without_year""]"
ratings.csv,2160,140956,5.0,2023-02-02T11:29:54Z,"[""title_without_year""]"
ratings.csv,2162,149334,4.0,2023-09-21T16:16:03Z,"[""title_without_year""]"
ratings.csv,2181,140956,5.0,2018-04-12T13:54:20Z,"[""title_without_year""]"
ratings.csv,2185,149334,4.0,2019-07-19T20:12:43Z,"[""title_without_year""]"
ratings.csv,2123,220380,3.5,2021-08-15T04:04:57Z,"[""title_without_year""]"
ratings.csv,2160,198151,5.0,2023-02-02T11:20:43Z,"[""title_without_year""]"
ratings.csv,2074,138212,2.0,2017-09-16T20:06:57Z,"[""missing_genres""]"
ratings.csv,2137,138212,4.5,2017-03-12T23:21:51Z,"[""missing_genres""]"
ratings.csv,2162,138212,2.0,2023-09-21T16:12:35Z,"[""missing_genres""]"
ratings.csv,2162,176601,4.0,2023-09-21T15:51:42Z,"[""missing_genres"", ""title_without_year""]"
ratings.csv,2134,183837,3.5,2022-02-12T03:35:53Z,"[""title_without_year""]"
ratings.csv,2134,184399,4.5,2021-10-12T15:37:57Z,"[""missing_genres""]"
ratings.csv,2074,141866,3.5,2017-10-13T19:27:54Z,"[""missing_genres""]"
ratings.csv,2162,141866,3.0,2023-09-21T16:10:14Z,"[""missing_genres""]"
ratings.csv,2181,135426,4.5,2018-11-19T14:04:27Z,"[""missing_genres""]"
ratings.csv,2098,166024,4.0,2019-05-28T01:55:52Z,"[""missing_genres""]"
ratings.csv,2123,166024,4.5,2022-02-14T18:50:15Z,"[""missing_genres""]"
ratings.csv,2134,166024,4.5,2021-10-12T15:36:00Z,"[""missing_genres""]"
ratings.csv,2098,183869,4.0,2019-05-04T05:44:57Z,"[""missing_genres""]"
ratings.csv,2123,183869,2.0,2021-04-19T04:22:16Z,"[""missing_genres""]"
ratings.csv,2168,183869,4.0,2022-06-23T19:29:40Z,"[""missing_genres""]"
ratings.csv,1928,162414,3.5,2017-11-24T10:11:08Z,"[""title_without_year""]"
ratings.csv,1942,162414,5.0,2018-08-18T10:28:45Z,"[""title_without_year""]"
ratings.csv,1963,162414,5.0,2021-04-10T00:53:04Z,"[""title_without_year""]"
ratings.csv,2022,162414,4.0,2017-09-30T23:50:46Z,"[""title_without_year""]"
ratings.csv,1928,156605,4.0,2017-11-24T10:11:08Z,"[""missing_genres"", ""title_without_year""]"
ratings.csv,1916,122896,3.0,2019-12-10T04:01:53Z,"[""missing_genres""]"
ratings.csv,1916,140956,3.0,2019-12-10T04:50:37Z,"[""title_without_year""]"
ratings.csv,1920,140956,4.5,2022-04-17T18:34:55Z,"[""title_without_year""]"
ratings.csv,1920,149334,4.5,2022-04-17T18:35:02Z,"[""title_without_year""]"
ratings.csv,1942,140956,0.5,2018-08-19T17:33:40Z,"[""title_without_year""]"
ratings.csv,1948,140956,4.5,2021-04-28T02:44:58Z,"[""title_without_year""]"
ratings.csv,1963,140956,3.0,2021-04-10T00:49:51Z,"[""title_without_year""]"
ratings.csv,1991,140956,4.5,2020-08-26T12:58:29Z,"[""title_without_year""]"
ratings.csv,2042,149334,5.0,2018-02-02T01:24:40Z,"[""title_without_year""]"
ratings.csv,1963,220380,4.0,2022-02-07T03:59:56Z,"[""title_without_year""]"
ratings.csv,1988,213363,0.5,2020-11-17T19:28:07Z,"[""missing_genres""]"
ratings.csv,1942,171495,4.5,2018-08-19T14:44:12Z,"[""missing_genres"", ""title_without_year""]"
ratings.csv,1920,221548,3.5,2022-04-17T18:35:08Z,"[""title_without_year""]"
ratings.csv,1918,183837,4.0,2022-01-02T16:50:04Z,"[""title_without_year""]"
ratings.csv,1942,166175,4.0,2018-08-18T10:34:56Z,"[""missing_genres""]"
ratings.csv,1943,184399,4.0,2020-09-18T18:48:59Z,"[""missing_genres""]"
ratings.csv,1956,141866,4.0,2022-12-05T05:30:45Z,"[""missing_genres""]"
ratings.csv,1907,166024,5.0,2018-03-09T18:30:32Z,"[""missing_genres""]"
ratings.csv,1918,166024,4.5,2022-01-02T20:02:51Z,"[""missing_genres""]"
ratings.csv,1931,166024,5.0,2018-12-25T19:58:18Z,"[""missing_genres""]"
ratings.csv,1928,170745,5.0,2017-11-24T10:11:08Z,"[""missing_genres"", ""title_without_year""]"
ratings.csv,1963,183869,3.0,2021-04-10T00:54:05Z,"[""missing_genres""]"
ratings.csv,228,182629,2.0,2020-05-06T17:31:26Z,"[""missing_genres""]"
ratings.csv,240,143387,1.0,2023-01-24T23:02:30Z,"[""missing_genres""]"
ratings.csv,245,178621,4.5,2017-09-28T08:46:09Z,"[""missing_genres""]"
ratings.csv,265,143387,3.0,2021-07-31T23:43:01Z,"[""missing_genres""]"
ratings.csv,265,204692,3.5,2021-06-03T06:55:37Z,"[""title_without_year""]"
ratings.csv,265,207301,5.0,2022-12-01T18:02:34Z,"[""missing_genres""]"
ratings.csv,213,162414,4.5,2021-10-03T06:55:32Z,"[""title_without_year""]"
ratings.csv,213,184169,4.5,2021-10-03T06:52:30Z,"[""missing_genres""]"
ratings.csv,228,162414,2.0,2020-05-06T17:31:31Z,"[""title_without_year""]"
ratings.csv,265,183855,2.5,2021-08-23T17:46:57Z,"[""title_without_year""]"
ratings.csv,213,156605,4.5,2021-10-03T06:51:26Z,"[""missing_genres"", ""title_without_year""]"
ratings.csv,213,221886,4.0,2021-10-03T06:59:21Z,"[""missing_genres""]"
ratings.csv,265,183909,4.0,2021-06-26T02:16:30Z,"[""missing_genres""]"
ratings.csv,265,199305,5.0,2021-07-12T00:12:31Z,"[""missing_genres""]"
ratings.csv,265,221886,4.0,2021-11-23T04:18:22Z,"[""missing_genres""]"
ratings.csv,311,156605,4.0,2017-09-24T00:32:32Z,"[""missing_genres"", ""title_without_year""]"
ratings.csv,212,122896,3.5,2018-07-07T21:05:52Z,"[""missing_genres""]"
ratings.csv,240,122896,2.5,2023-01-24T23:00:08Z,"[""missing_genres""]"
ratings.csv,265,126106,5.0,2021-04-29T02:07:25Z,"[""missing_genres""]"
ratings.csv,287,122896,5.0,2018-11-03T21:43:23Z,"[""missing_genres""]"
ratings.csv,311,142456,2.5,2017-09-24T02:01:51Z,"[""missing_genres""]"
ratings.csv,228,203922,3.0,2020-05-06T17:31:24Z,"[""title_without_year""]"
ratings.csv,245,168752,2.0,2017-03-04T16:37:25Z,"[""missing_genres""]"
ratings.csv,265,170571,5.0,2021-06-26T02:54:54Z,"[""missing_genres""]"
ratings.csv,265,203922,4.0,2022-03-01T16:38:40Z,"[""title_without_year""]"
ratings.csv,265,204690,3.5,2022-08-23T16:18:23Z,"[""missing_genres"", ""title_without_year""]"
ratings.csv,265,267456,2.5,2023-06-02T20:17:51Z,"[""title_without_year""]"
ratings.csv,197,140956,4.5,2018-06-03T23:59:56Z,"[""title_without_year""]"
ratings.csv,228,140956,3.5,2020-05-06T17:31:24Z,"[""title_without_year""]"
ratings.csv,228,186725,3.5,2020-05-06T17:31:26Z,"[""missing_genres""]"
ratings.csv,245,149334,4.0,2019-05-18T08:42:29Z,"[""title_without_year""]"
ratings.csv,245,162608,3.5,2018-06-12T08:57:05Z,"[""missing_genres""]"
ratings.csv,265,149334,2.5,2020-10-11T03:35:43Z,"[""title_without_year""]"
ratings.csv,265,198111,3.0,2021-04-24T17:36:30Z,"[""title_without_year""]"
ratings.csv,265,221160,3.5,2021-06-21T03:14:15Z,"[""missing_genres""]"
ratings.csv,265,282959,4.0,2023-03-18T21:44:33Z,"[""missing_genres"", ""title_without_year""]"
ratings.csv,268,140956,0.5,2020-02-18T22:11:24Z,"[""title_without_year""]"
ratings.csv,303,140956,5.0,2019-03-02T19:37:31Z,"[""title_without_year""]"
ratings.csv,303,162608,5.0,2019-03-10T18:31:48Z,"[""missing_genres""]"
ratings.csv,228,197651,3.5,2020-05-06T17:31:35Z,"[""title_without_year""]"
ratings.csv,252,197651,3.0,2020-05-30T18:43:48Z,"[""title_without_year""]"
ratings.csv,265,244178,4.0,2022-05-07T04:50:26Z,"[""title_without_year""]"
ratings.csv,316,131029,0.5,2015-04-08T16:05:58Z,"[""missing_genres""]"
ratings.csv,228,182525,0.5,2020-05-06T17:31:25Z,"[""missing_genres""]"
ratings.csv,265,171495,4.0,2021-01-05T03:31:27Z,"[""missing_genres"", ""title_without_year""]"
ratings.csv,265,177611,3.0,2023-06-07T17:33:58Z,"[""missing_genres""]"
ratings.csv,265,261809,4.0,2023-02-20T05:18:27Z,"[""title_without_year""]"
ratings.csv,311,152944,3.5,2017-09-23T23:07:49Z,"[""missing_genres""]"
ratings.csv,311,159789,3.0,2017-09-24T02:01:29Z,"[""missing_genres""]"
ratings.csv,265,174485,3.5,2021-05-21T22:37:22Z,"[""missing_genres"", ""title_without_year""]"
ratings.csv,265,251738,3.5,2022-08-23T16:41:22Z,"[""missing_genres""]"
ratings.csv,196,183837,2.0,2019-03-26T18:59:48Z,"[""title_without_year""]"
ratings.csv,228,184399,3.5,2020-05-06T17:31:34Z,"[""missing_genres""]"
ratings.csv,258,183837,5.0,2020-12-30T16:24:24Z,"[""title_without_year""]"
ratings.csv,262,183837,2.0,2019-11-28T21:44:46Z,"[""title_without_year""]"
ratings.csv,262,184399,1.5,2019-11-28T21:44:56Z,"[""missing_genres""]"
ratings.csv,265,183837,4.0,2020-10-11T03:25:02Z,"[""title_without_year""]"
ratings.csv,265,212373,5.0,2020-10-11T05:55:15Z,"[""title_without_year""]"
ratings.csv,268,160590,2.5,2020-02-19T16:59:15Z,"[""missing_genres""]"
ratings.csv,268,183837,0.5,2020-02-19T16:16:49Z,"[""title_without_year""]"
ratings.csv,302,183837,4.5,2020-05-11T21:33:41Z,"[""title_without_year""]"
ratings.csv,213,124631,4.5,2021-10-03T06:27:12Z,"[""missing_genres""]"
ratings.csv,228,141866,2.5,2020-05-06T17:31:29Z,"[""missing_genres""]"
ratings.csv,228,190017,3.0,2020-05-06T17:31:34Z,"[""title_without_year""]"
ratings.csv,240,221576,3.5,2022-12-17T18:01:08Z,"[""title_without_year""]"
ratings.csv,245,135426,1.5,2019-01-05T13:57:51Z,"[""missing_genres""]"
ratings.csv,245,169766,4.0,2017-03-04T16:43:33Z,"[""missing_genres""]"
ratings.csv,245,179179,2.5,2017-10-13T07:22:05Z,"[""missing_genres""]"
ratings.csv,265,141866,5.0,2020-10-11T06:03:23Z,"[""missing_genres""]"
ratings.csv,268,135426,0.5,2020-02-18T22:08:32Z,"[""missing_genres""]"
ratings.csv,268,141866,4.0,2020-02-18T21:09:43Z,"[""missing_genres""]"
ratings.csv,206,166024,3.5,2018-03-14T01:10:51Z,"[""missing_genres""]"
ratings.csv,228,139148,3.0,2020-05-06T17:31:29Z,"[""missing_genres""]"
ratings.csv,228,188387,4.0,2020-05-06T17:31:34Z,"[""missing_genres""]"
ratings.csv,265,166024,5.0,2021-03-05T01:19:48Z,"[""missing_genres""]"
ratings.csv,265,252474,1.0,2023-04-23T10:18:40Z,"[""missing_genres""]"
ratings.csv,268,126186,0.5,2020-02-19T18:57:48Z,"[""missing_genres""]"
ratings.csv,268,182615,4.5,2020-02-19T21:13:39Z,"[""missing_genres""]"
ratings.csv,316,129250,0.5,2015-04-08T16:05:53Z,"[""missing_genres""]"
ratings.csv,228,170745,0.5,2020-05-06T17:31:24Z,"[""missing_genres"", ""title_without_year""]"
ratings.csv,245,139847,3.0,2020-11-12T15:16:03Z,"[""missing_genres""]"
ratings.csv,245,143420,1.5,2017-10-09T07:30:16Z,"[""missing_genres""]"
ratings.csv,245,169504,4.0,2017-03-04T16:44:30Z,"[""missing_genres""]"
ratings.csv,268,198157,0.5,2020-02-19T16:18:30Z,"[""title_without_year""]"
ratings.csv,210,183869,3.5,2021-05-23T06:05:10Z,"[""missing_genres""]"
ratings.csv,228,183869,3.0,2020-05-06T17:31:35Z,"[""missing_genres""]"
ratings.csv,258,183869,4.5,2020-12-20T16:30:34Z,"[""missing_genres""]"
ratings.csv,265,180539,3.5,2021-08-02T21:20:26Z,"[""missing_genres""]"
ratings.csv,265,183869,5.0,2020-10-11T03:34:46Z,"[""missing_genres""]"
ratings.csv,661,207301,4.0,2021-05-10T07:00:38Z,"[""missing_genres""]"
ratings.csv,655,154892,2.5,2017-02-21T14:00:52Z,"[""missing_genres""]"
ratings.csv,691,162414,5.0,2023-04-23T13:26:21Z,"[""title_without_year""]"
ratings.csv,661,156605,4.0,2019-08-25T09:19:39Z,"[""missing_genres"", ""title_without_year""]"
ratings.csv,614,146708,2.5,2015-11-24T18:44:40Z,"[""missing_genres""]"
ratings.csv,649,122896,0.5,2017-07-07T19:41:15Z,"[""missing_genres""]"
ratings.csv,661,176351,2.5,2020-05-03T21:07:17Z,"[""missing_genres""]"
ratings.csv,655,169270,3.0,2017-02-21T14:00:50Z,"[""missing_genres""]"
ratings.csv,661,204690,3.0,2021-04-04T00:02:17Z,"[""missing_genres"", ""title_without_year""]"
ratings.csv,691,267456,3.0,2023-04-23T12:45:00Z,"[""title_without_year""]"
ratings.csv,610,234973,0.5,2021-03-11T17:51:50Z,"[""missing_genres""]"
ratings.csv,634,140956,3.5,2018-09-28T20:11:47Z,"[""title_without_year""]"
ratings.csv,655,149334,3.5,2017-02-21T14:00:43Z,"[""title_without_year""]"
ratings.csv,661,149334,4.0,2019-06-24T01:28:00Z,"[""title_without_year""]"
ratings.csv,686,149334,3.0,2020-11-12T02:21:58Z,"[""title_without_year""]"
ratings.csv,691,149334,2.0,2023-09-30T13:36:22Z,"[""title_without_year""]"
ratings.csv,610,242066,0.5,2021-03-11T17:50:51Z,"[""missing_genres""]"
ratings.csv,661,171495,3.0,2019-12-09T19:41:20Z,"[""missing_genres"", ""title_without_year""]"
ratings.csv,610,241522,0.5,2021-03-11T17:50:40Z,"[""missing_genres""]"
ratings.csv,655,150076,2.5,2017-02-21T14:00:48Z,"[""missing_genres""]"
ratings.csv,580,165699,2.5,2020-10-04T19:58:44Z,"[""title_without_year""]"
ratings.csv,610,212373,0.5,2021-03-11T17:48:35Z,"[""title_without_year""]"
ratings.csv,610,239374,0.5,2021-03-11T17:46:22Z,"[""missing_genres""]"
ratings.csv,661,165699,3.5,2023-07-10T01:57:31Z,"[""title_without_year""]"
ratings.csv,661,212373,3.0,2022-01-15T02:08:18Z,"[""title_without_year""]"
ratings.csv,676,183837,4.0,2019-02-14T22:43:44Z,"[""title_without_year""]"
ratings.csv,685,165699,2.0,2019-08-23T07:51:41Z,"[""title_without_year""]"
ratings.csv,691,183837,4.0,2023-04-30T15:59:15Z,"[""title_without_year""]"
ratings.csv,691,184399,3.0,2023-04-23T14:01:26Z,"[""missing_genres""]"
ratings.csv,655,167516,3.0,2017-02-21T14:00:46Z,"[""missing_genres""]"
ratings.csv,661,141866,3.5,2019-12-09T19:39:21Z,"[""missing_genres""]"
ratings.csv,661,233953,3.0,2023-07-09T20:04:21Z,"[""title_without_year""]"
ratings.csv,691,166024,4.0,2023-09-30T14:18:33Z,"[""missing_genres""]"
ratings.csv,610,183869,5.0,2021-03-11T17:52:28Z,"[""missing_genres""]"
ratings.csv,631,183869,2.5,2020-11-21T16:55:43Z,"[""missing_genres""]"
ratings.csv,655,131172,3.0,2017-02-21T14:00:46Z,"[""missing_genres""]"
ratings.csv,661,183869,4.0,2019-06-10T13:58:08Z,"[""missing_genres""]"
ratings.csv,676,183869,5.0,2019-02-12T23:06:29Z,"[""missing_genres""]"
ratings.csv,686,183869,4.0,2020-11-06T02:33:13Z,"[""missing_genres""]"
ratings.csv,1799,143387,2.0,2020-02-22T15:59:27Z,"[""missing_genres""]"
ratings.csv,1812,164610,3.0,2018-12-30T11:57:59Z,"[""missing_genres""]"
ratings.csv,1824,197881,4.0,2020-09-01T18:40:15Z,"[""missing_genres""]"
ratings.csv,1861,180553,2.5,2019-09-15T19:17:10Z,"[""title_without_year""]"
ratings.csv,1800,162414,5.0,2018-04-10T20:08:16Z,"[""title_without_year""]"
ratings.csv,1824,162414,5.0,2020-12-07T20:28:45Z,"[""title_without_year""]"
ratings.csv,1844,162414,5.0,2019-01-04T20:10:28Z,"[""title_without_year""]"
ratings.csv,1799,156605,4.5,2020-02-22T12:35:39Z,"[""missing_genres"", ""title_without_year""]"
ratings.csv,1806,197177,4.0,2020-01-02T14:54:37Z,"[""missing_genres""]"
ratings.csv,1806,276149,4.0,2022-06-24T05:47:40Z,"[""missing_genres"", ""title_without_year""]"
ratings.csv,1866,156605,5.0,2020-11-09T21:49:45Z,"[""missing_genres"", ""title_without_year""]"
ratings.csv,1806,122896,4.5,2020-01-07T17:06:27Z,"[""missing_genres""]"
ratings.csv,1812,122896,0.5,2018-12-30T11:59:15Z,"[""missing_genres""]"
